fold_id,is_start,is_end,oos_start,oos_end,is_sharpe_a,oos_sharpe_a,degradation_ratio,overfitting_flag,is_pnl_pct,oos_pnl_pct,is_max_dd,oos_max_dd,is_trades,oos_trades,n_combos_evaluated,n_combos_skipped_min_trades,param_max_sector_pct,param_min_concordant,param_threshold
1,2024-08-01,2025-08-01,2025-08-01,2025-11-01,2.5760779369443476,0.0,0.0,True,17.301767530521396,4.136718466278078,15.930891706853517,0.8643112451109844,11,4,8,0,,3,0.25
2,2024-11-01,2025-11-01,2025-11-01,2026-02-01,1.0,1.5991235898087353,1.5991235898087353,False,15.899010671349266,6.791927948608389,17.464237934967155,1.0050647245734097,11,2,8,0,,3,0.25
3,2025-02-01,2026-02-01,2026-02-01,2026-05-01,1.3036219070968291,1.0,0.767093583312821,False,38.47414145344854,0.546339125444395,12.839651944497223,1.7562737325439521,22,10,8,0,,2,0.25
